sim_time, unit_box_Custom?world_pose/position/x
0.748, 9.21193e-05
0.749, 9.80955e-05
0.75, 0.00010594
0.751, 0.000100889
0.752, 9.3988e-05
0.753, 9.99734e-05
0.754, 0.000107827
0.755, 0.000102785
0.756, 9.58919e-05
0.757, 0.000101887
0.758, 0.000109751
0.759, 0.000104716
0.76, 9.78316e-05
0.761, 0.000103836
0.762, 0.00011171
0.763, 0.000106684
0.764, 9.9808e-05
0.765, 0.000105822
0.766, 0.000113706
0.767, 0.000108689
0.768, 0.000101822
0.769, 0.000107846
0.77, 0.00011574
0.771, 0.000110732
0.772, 0.000103873
0.773, 0.000109908
0.774, 0.000117813
0.775, 0.000112813
0.776, 0.000105963
0.777, 0.000112008
0.778, 0.000119924
0.779, 0.000114934
0.78, 0.000108093
0.781, 0.000114148
0.782, 0.000122075
0.783, 0.000117094
0.784, 0.000110263
0.785, 0.000116329
0.786, 0.000124267
0.787, 0.000119296
0.788, 0.000112473
0.789, 0.00011855
0.79, 0.0001265
0.791, 0.000121538
0.792, 0.000114725
0.793, 0.000120814
0.794, 0.000128775
0.795, 0.000123823
0.796, 0.00011702
0.797, 0.00012312
0.798, 0.000131094
0.799, 0.000126151
0.8, 0.000119358
0.801, 0.00012547
0.802, 0.000133455
0.803, 0.000128523
0.804, 0.00012174
0.805, 0.000127863
0.806, 0.000135862
0.807, 0.00013094
0.808, 0.000124167
0.809, 0.000130302
0.81, 0.000138313
0.811, 0.000133402
0.812, 0.000126639
0.813, 0.000132787
0.814, 0.000140811
0.815, 0.00013591
0.816, 0.000129158
0.817, 0.000135319
0.818, 0.000143356
0.819, 0.000138466
0.82, 0.000131725
0.821, 0.000137898
0.822, 0.000145949
0.823, 0.00014107
0.824, 0.000134339
0.825, 0.000140526
0.826, 0.00014859
0.827, 0.000143723
0.828, 0.000137003
0.829, 0.000143203
0.83, 0.000151281
0.831, 0.000146425
0.832, 0.000139717
0.833, 0.000145931
0.834, 0.000154023
0.835, 0.000149179
0.836, 0.000142482
0.837, 0.00014871
0.838, 0.000156817
0.839, 0.000151984
0.84, 0.000145299
0.841, 0.000151541
0.842, 0.000159663
0.843, 0.000154842
0.844, 0.000148169
0.845, 0.000154426
0.846, 0.000162563
0.847, 0.000157754
0.848, 0.000151093
0.849, 0.000157364
0.85, 0.000165517
0.851, 0.000160721
0.852, 0.000154072
0.853, 0.000160358
0.854, 0.000168527
0.855, 0.000163743
0.856, 0.000157107
0.857, 0.000163409
0.858, 0.000171593
0.859, 0.000166823
0.86, 0.000160199
0.861, 0.000166516
0.862, 0.000174717
0.863, 0.000169954
0.864, 0.000163349
0.865, 0.000169689
0.866, 0.000177914
0.867, 0.00017316
0.868, 0.000166572
0.869, 0.000172922
0.87, 0.000181166
0.871, 0.000176421
0.872, 0.000169847
0.873, 0.000176217
0.874, 0.000184472
0.875, 0.000179732
0.876, 0.000173163
0.877, 0.000179554
0.878, 0.000187824
0.879, 0.000183103
0.88, 0.000176546
0.881, 0.000182959
0.882, 0.000191246
0.883, 0.000186543
0.884, 0.000179999
0.885, 0.000186432
0.886, 0.000194737
0.887, 0.000190049
0.888, 0.00018352
0.889, 0.000189971
0.89, 0.000198295
0.891, 0.000193622
0.892, 0.000187107
0.893, 0.000193576
0.894, 0.00020192
0.895, 0.000197262
0.896, 0.000190762
0.897, 0.00019725
0.898, 0.000205613
0.899, 0.00020097
0.9, 0.000194485
0.901, 0.000200992
0.902, 0.000209375
0.903, 0.000204748
0.904, 0.000198278
0.905, 0.000204804
0.906, 0.000213208
0.907, 0.000208596
0.908, 0.000202142
0.909, 0.000208688
0.91, 0.000217112
0.911, 0.000212517
0.912, 0.000206078
0.913, 0.000212644
0.914, 0.00022109
0.915, 0.00021651
0.916, 0.000210088
0.917, 0.000216675
0.918, 0.000225142
0.919, 0.000220579
0.92, 0.000214173
0.921, 0.000220781
0.922, 0.00022927
0.923, 0.000224723
0.924, 0.000218334
0.925, 0.000224963
0.926, 0.000233474
0.927, 0.000228945
0.928, 0.000222573
0.929, 0.000229223
0.93, 0.000237758
0.931, 0.000233246
0.932, 0.00022689
0.933, 0.000233564
0.934, 0.000242121
0.935, 0.000237627
0.936, 0.000231289
0.937, 0.000237985
0.938, 0.000246566
0.939, 0.00024209
0.94, 0.000235769
0.941, 0.000242488
0.942, 0.000251094
0.943, 0.000246636
0.944, 0.000240333
0.945, 0.000247076
0.946, 0.000255706
0.947, 0.000251267
0.948, 0.000244982
0.949, 0.000251749
0.95, 0.000260405
0.951, 0.000255984
0.952, 0.000249718
0.953, 0.000256508
0.954, 0.00026519
0.955, 0.000260789
0.956, 0.000254541
0.957, 0.000261357
0.958, 0.000270065
0.959, 0.000265683
0.96, 0.000259454
0.961, 0.000266296
0.962, 0.000275031
0.963, 0.000270669
0.964, 0.000264459
0.965, 0.000271326
0.966, 0.000280089
0.967, 0.000275747
0.968, 0.000269556
0.969, 0.00027645
0.97, 0.000285241
0.971, 0.000280919
0.972, 0.000274748
0.973, 0.000281669
0.974, 0.000290488
0.975, 0.000286187
0.976, 0.000280037
0.977, 0.000286985
0.978, 0.000295833
0.979, 0.000291553
0.98, 0.000285423
0.981, 0.000292399
0.982, 0.000301277
0.983, 0.000297018
0.984, 0.000290909
0.985, 0.000297914
0.986, 0.000306822
0.987, 0.000302585
0.988, 0.000296497
0.989, 0.00030353
0.99, 0.000312469
0.991, 0.000308254
0.992, 0.000302187
0.993, 0.000309251
0.994, 0.000318221
0.995, 0.000314028
0.996, 0.000307983
0.997, 0.000315077
0.998, 0.000324079
0.999, 0.000319909
1, 0.000313886
1.001, 0.00032101
1.002, 0.000330046
1.003, 0.000325899
1.004, 0.000319898
1.005, 0.000327053
1.006, 0.000336122
1.007, 0.000331998
1.008, 0.00032602
1.009, 0.000333208
1.01, 0.000342311
1.011, 0.000338211
1.012, 0.000332255
1.013, 0.000338918
1.014, 0.00034654
1.015, 0.000345543
1.016, 0.000343611
1.017, 0.000347151
1.018, 0.000351653
1.019, 0.000349243
1.02, 0.000345893
1.021, 0.000348815
1.022, 0.000352684
1.023, 0.000350002
1.024, 0.000346371
1.025, 0.000349176
1.026, 0.000352924
1.027, 0.000350193
1.028, 0.000346514
1.029, 0.0003493
1.03, 0.000353031
1.031, 0.000350298
1.032, 0.000346619
1.033, 0.000349408
1.034, 0.000353141
1.035, 0.000350417
1.036, 0.000346749
1.037, 0.000349544
1.038, 0.000353284
1.039, 0.000350568
1.04, 0.000346916
1.041, 0.000349728
1.042, 0.000353474
1.043, 0.000350764
1.044, 0.000347125
1.045, 0.000349943
1.046, 0.000353693
1.047, 0.000350997
1.048, 0.000347374
1.049, 0.000350199
1.05, 0.000353953
1.051, 0.000351272
1.052, 0.000347667
1.053, 0.000350498
1.054, 0.000354254
1.055, 0.000351589
1.056, 0.000348002
1.057, 0.000350839
1.058, 0.000353676
1.059, 0.000351547
1.06, 0.000348903
1.061, 0.000351883
1.062, 0.000352016
1.063, 0.000352148
1.064, 0.000352053
1.065, 0.000351958
1.066, 0.000352264
1.067, 0.00035257
1.068, 0.000352507
1.069, 0.000352444
1.07, 0.000352739
1.071, 0.000353034
1.072, 0.000353002
1.073, 0.000353066
1.074, 0.000353149
1.075, 0.000353232
1.076, 0.00035313
1.077, 0.000352949
1.078, 0.000355655
1.079, 0.000353398
1.08, 0.00034972
1.081, 0.000352637
1.082, 0.000356281
1.083, 0.000353688
1.084, 0.000349992
1.085, 0.000352821
1.086, 0.000356485
1.087, 0.000353799
1.088, 0.000350109
1.089, 0.000352872
1.09, 0.000356534
1.091, 0.0003538
1.092, 0.000350106
1.093, 0.000352835
1.094, 0.000356487
1.095, 0.000353731
1.096, 0.00035003
1.097, 0.000352739
1.098, 0.000356379
1.099, 0.00035361
1.1, 0.000353178
1.101, 0.00035317
1.102, 0.000353161
1.103, 0.00035316
1.104, 0.000353049
1.105, 0.000353162
1.106, 0.000355888
1.107, 0.000353404
1.108, 0.00035324
1.109, 0.000353222
1.11, 0.000353203
1.111, 0.000353239
1.112, 0.000353239
1.113, 0.000350567
1.114, 0.000353239
1.115, 0.00035452
1.116, 0.000353241
1.117, 0.00035318
1.118, 0.000353219
1.119, 0.00035322
1.12, 0.000353216
1.121, 0.000353216
1.122, 0.000355318
1.123, 0.000353219
1.124, 0.000348892
1.125, 0.000353215
1.126, 0.00035797
1.127, 0.000353224
1.128, 0.000348362
