sim_time, unit_box_Custom?world_pose/orientation/yaw
0.001, -2.24453e-10
0.002, 5.34497e-06
0.003, 2.53605e-07
0.004, -7.38945e-06
0.005, -1.45829e-06
0.006, 5.73006e-06
0.007, 7.01195e-07
0.008, -6.70707e-06
0.009, -8.76828e-07
0.01, 6.46239e-06
0.011, 1.21526e-06
0.012, -6.11316e-06
0.013, -4.38952e-07
0.014, 6.94802e-06
0.015, 1.57903e-06
0.016, -5.725e-06
0.017, -1.28072e-07
0.018, 7.27232e-06
0.019, 1.85491e-06
0.02, -5.44201e-06
0.021, 1.26339e-07
0.022, 7.53069e-06
0.023, 2.09665e-06
0.024, -5.19806e-06
0.025, 3.60814e-07
0.026, 7.76645e-06
0.027, 2.32709e-06
0.028, -4.96686e-06
0.029, 5.8905e-07
0.03, 7.99519e-06
0.031, 2.55421e-06
0.032, -4.7394e-06
0.033, 8.15685e-07
0.034, 8.22211e-06
0.035, 2.78071e-06
0.036, -4.51269e-06
0.037, 1.04225e-06
0.038, 8.44889e-06
0.039, 3.00747e-06
0.04, -4.28573e-06
0.041, 1.26929e-06
0.042, 8.67615e-06
0.043, 3.23484e-06
0.044, -4.05817e-06
0.045, 1.49704e-06
0.046, 8.90412e-06
0.047, 3.46299e-06
0.048, -3.82981e-06
0.049, 1.72562e-06
0.05, 9.13294e-06
0.051, 3.69202e-06
0.052, -3.60055e-06
0.053, 1.95513e-06
0.054, 9.3627e-06
0.055, 3.92202e-06
0.056, -3.3703e-06
0.057, 2.18565e-06
0.058, 9.59351e-06
0.059, 4.15308e-06
0.06, -3.13897e-06
0.061, 2.41726e-06
0.062, 9.82542e-06
0.063, 4.38527e-06
0.064, -2.90649e-06
0.065, 2.65006e-06
0.066, 1.00585e-05
0.067, 4.61869e-06
0.068, -2.67276e-06
0.069, 2.88412e-06
0.07, 1.02929e-05
0.071, 4.85341e-06
0.072, -2.43771e-06
0.073, 3.11952e-06
0.074, 1.05287e-05
0.075, 5.08951e-06
0.076, -2.20126e-06
0.077, 3.35635e-06
0.078, 1.07659e-05
0.079, 5.32708e-06
0.08, -1.96331e-06
0.081, 3.59469e-06
0.082, 1.10047e-05
0.083, 5.56621e-06
0.084, -1.7238e-06
0.085, 3.83463e-06
0.086, 1.1245e-05
0.087, 5.80697e-06
0.088, -1.48262e-06
0.089, 4.07624e-06
0.09, 1.14871e-05
0.091, 6.04945e-06
0.092, -1.2397e-06
0.093, 4.31962e-06
0.094, 1.17309e-05
0.095, 6.29374e-06
0.096, -9.94954e-07
0.097, 4.56485e-06
0.098, 1.19767e-05
0.099, 6.53993e-06
0.1, -7.48291e-07
0.101, 4.81202e-06
0.102, 1.22243e-05
0.103, 6.78809e-06
0.104, -4.99627e-07
0.105, 5.06121e-06
0.106, 1.24741e-05
0.107, 7.03856e-06
0.108, -2.4888e-07
0.109, 5.31193e-06
0.11, 1.27252e-05
0.111, 7.29082e-06
0.112, 4.10461e-09
0.113, 5.56553e-06
0.114, 1.29795e-05
0.115, 7.54558e-06
0.116, 2.59471e-07
0.117, 5.82141e-06
0.118, 1.3236e-05
0.119, 7.80262e-06
0.12, 5.17102e-07
0.121, 6.07962e-06
